p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
0	2.61573437344988	0.848	0.051	0	13	Il1r2
0	2.54678089707676	0.431	0.031	0	13	Stfa2l1
0	2.50870768234629	0.967	0.826	0	13	Srgn
0	2.50599213579187	0.877	0.037	0	13	Mmp9
0	2.44993535071843	0.858	0.198	0	13	Mxd1
0	2.40524596010652	0.791	0.043	0	13	Cxcr2
0	2.35245728464197	0.947	0.364	0	13	S100a6
0	2.33481527918619	0.26	0.022	0	13	Ltf
0	2.33149155519535	0.612	0.092	0	13	Ifitm6
0	2.33019441259265	0.824	0.027	0	13	Hdc
0	2.29110723268834	0.989	0.385	0	13	S100a11
0	2.26511970162348	0.788	0.537	0	13	Wfdc17
0	2.224216577925	0.709	0.079	0	13	Pglyrp1
0	2.22247092040482	0.861	0.11	0	13	Hp
0	2.14830948146087	0.827	0.108	0	13	Slpi
0	2.13716314802827	0.597	0.03	0	13	Acod1
0	2.07922256419357	0.737	0.086	0	13	F630028O10Rik
0	2.03449029039282	0.811	0.09	0	13	Trem1
0	2.00983118780185	0.655	0.142	0	13	Lilrb4a
0	1.9782757877852	0.906	0.211	0	13	Cd24a
0	1.97031178634742	0.617	0.065	0	13	Mmp8
0	1.95484207624638	0.836	0.394	0	13	Il1b
0	1.92665374997203	0.789	0.309	0	13	Thbs1
0	1.90941709180196	0.742	0.018	0	13	Cd177
0	1.90884535698666	0.669	0.03	0	13	Slfn4
0	1.8944669868444	0.764	0.125	0	13	Clec4e
0	1.89074469769092	0.795	0.414	0	13	Cxcl2
0	1.88405377070514	0.681	0.072	0	13	Lrg1
0	1.88402846577473	0.813	0.224	0	13	Clec4d
0	1.87238602712927	0.857	0.347	0	13	Cd44
0	1.81930918201311	0.801	0.299	0	13	Ccr1
0	1.79791176806044	0.715	0.054	0	13	Slfn1
0	1.7852077767396	0.762	0.046	0	13	Fpr2
0	1.77059383676623	0.811	0.308	0	13	Cd300lf
0	1.76314667359301	0.884	0.663	0	13	Grina
0	1.75901003144948	0.722	0.173	0	13	Slc7a11
0	1.71721261435374	0.686	0.149	0	13	Il1rn
0	1.70003661769042	0.608	0.207	0	13	Anxa1
0	1.68332723951408	0.508	0.057	0	13	Cxcl3
0	1.6829261113306	0.692	0.226	0	13	Lilr4b
0	1.67979425181531	0.893	0.289	0	13	Gsr
0	1.65166650722248	0.822	0.138	0	13	Mcemp1
0	1.64455137919748	0.623	0.171	0	13	Atp6v0c
0	1.57655821987904	0.848	0.172	0	13	AA467197
0	1.57546417390349	0.639	0.038	0	13	Fpr1
0	1.56800406982976	0.838	0.427	0	13	Iqgap1
0	1.53444622464765	0.883	0.838	0	13	Cd14
0	1.52248215414925	0.594	0.017	0	13	Upp1
0	1.51057031484647	0.659	0.277	0	13	Tnfaip2
0	1.50319178700929	0.853	0.552	0	13	Samsn1
0	1.49904224881217	0.833	0.568	0	13	Txnip
0	1.48843380583639	0.749	0.254	0	13	Pygl
0	1.48779405817399	0.942	0.767	0	13	Cebpb
0	1.47901676191663	0.77	0.344	0	13	Lmnb1
0	1.47320125160883	0.93	0.561	0	13	Ifitm2
0	1.45908780329733	0.917	0.715	0	13	Vasp
0	1.4555527578364	0.553	0.01	0	13	Il1f9
0	1.45320949137639	0.683	0.153	0	13	Gda
0	1.45288465587156	0.842	0.639	0	13	Cd33
0	1.45033767815533	0.972	0.56	0	13	Msrb1
0	1.43955915101124	0.702	0.229	0	13	Emilin2
0	1.42993816011195	0.322	0.016	0	13	Asprv1
0	1.42466876905971	0.792	0.617	0	13	Ccl6
0	1.40900722537874	0.727	0.272	0	13	Adam8
0	1.39990744468262	0.661	0.327	0	13	Fbxl5
0	1.39989905969518	0.59	0.163	0	13	Dmxl2
0	1.39871453958508	0.722	0.459	0	13	Ptafr
0	1.38798396305033	0.56	0.061	0	13	Il1rap
0	1.38681647960116	0.93	0.852	0	13	Lcp1
0	1.38049227853907	0.597	0.052	0	13	Arg2
0	1.37798439118381	0.691	0.095	0	13	Glipr2
0	1.37532487467518	0.969	0.847	0	13	Alox5ap
0	1.36827905575447	0.775	0.432	0	13	Glrx
0	1.36816591802047	0.773	0.473	0	13	Csf3r
0	1.36052589842573	0.672	0.293	0	13	Tmcc1
0	1.34187690973339	0.735	0.357	0	13	Ehd1
0	1.33724424025393	0.966	0.908	0	13	Prdx5
0	1.33581449252352	0.755	0.533	0	13	Cdk2ap2
0	1.31891066894747	0.593	0.212	0	13	Lyst
0	1.31819486933515	0.678	0.104	0	13	Ltb4r1
0	1.25611100223562	0.865	0.649	0	13	Slfn2
0	1.24725118028339	0.565	0.239	0	13	Igf1r
0	1.24619360308473	0.562	0.088	0	13	Ly6c2
0	1.24411793256564	0.676	0.326	0	13	Diaph1
0	1.24104520876428	0.598	0.138	0	13	Chil3
0	1.2398468505454	0.606	0.247	0	13	Tes
0	1.23838510412559	0.671	0.345	0	13	Nudt4
0	1.22099962613793	0.834	0.671	0	13	Cd47
0	1.22000874834869	0.592	0.148	0	13	Cytip
0	1.21304043151797	0.607	0.068	0	13	Stx11
0	1.21098922879047	0.504	0.021	0	13	Crispld2
0	1.20342056626597	0.578	0.226	0	13	Cxcr4
0	1.18491803839053	0.893	0.852	0	13	Mcl1
0	1.16765339544147	0.611	0.178	0	13	Actn1
0	1.16708447510465	0.538	0.056	0	13	Il18rap
0	1.16619102174921	0.514	0.03	0	13	Mirt1
0	1.16183349470957	0.49	0.013	0	13	Rdh12
0	1.15474906587169	0.587	0.204	0	13	Mgst1
0	1.15461463688853	0.476	0.034	0	13	Sell
0	1.15105082382958	0.526	0.018	0	13	Rab44
0	1.13733997713455	0.89	0.493	0	13	Anxa2
0	1.11982531773302	0.674	0.356	0	13	Slc16a3
0	1.11960019180632	0.953	0.895	0	13	Btg1
0	1.1166765008904	0.558	0.219	0	13	Bhlhe40
0	1.10623165587177	0.346	0.008	0	13	Ly6g
0	1.10171914815881	0.481	0.029	0	13	Adam19
0	1.09121155693357	0.719	0.434	0	13	Stk17b
0	1.08234590971869	0.494	0.04	0	13	Trim30b
0	1.08070595332448	0.544	0.129	0	13	Sema4a
0	1.07876983591559	0.511	0.159	0	13	Dgat1
0	1.07529347341095	0.944	0.618	0	13	Fxyd5
0	1.07376570093867	0.788	0.455	0	13	Plaur
0	1.07056868713819	0.999	1	0	13	Fth1
0	1.06252027904838	0.65	0.209	0	13	Plp2
0	1.05704861093277	0.899	0.673	0	13	Gmfg
0	1.05518658304613	0.887	0.605	0	13	C5ar1
0	1.05375913974849	0.472	0.041	0	13	Sgms2
0	1.04507282579673	0.44	0.028	0	13	Chil1
0	1.04376924037467	0.579	0.196	0	13	Sorl1
0	1.03671718104603	0.841	0.801	0	13	Tpd52
0	1.03159095152555	0.806	0.695	0	13	Ncf1
0	1.03045317042715	0.664	0.428	0	13	Riok3
0	1.01972447193299	0.489	0.172	0	13	Dusp16
0	1.0188910414928	0.57	0.241	0	13	Fam107b
0	1.01696130957786	0.754	0.592	0	13	Myh9
0	1.01636609638265	0.517	0.109	0	13	2310001H17Rik
0	1.00716313296097	0.469	0.083	0	13	C3
0	1.00297256485797	0.434	0.045	0	13	Ltb
0	1.00161296574971	0.542	0.18	0	13	Adgre5
0	1.00074672768604	0.515	0.124	0	13	Cd300ld
0	0.991240991227311	0.456	0.053	0	13	Rab11fip1
0	0.985281005321602	0.409	0.093	0	13	Prnp
0	0.974774139061879	0.445	0.059	0	13	Tarm1
0	0.973858573807681	0.546	0.171	0	13	Bst1
0	0.972365644057413	0.482	0.188	0	13	Jak2
0	0.9712630363904	0.381	0.033	0	13	Jaml
0	0.96737212361015	0.68	0.341	0	13	Pilra
0	0.967172074737805	0.646	0.299	0	13	Pirb
0	0.949298487859763	0.477	0.16	0	13	Gadd45a
0	0.947768254467124	0.368	0.052	0	13	H2-Q10
0	0.93847690693113	0.482	0.145	0	13	Tnfrsf23
0	0.92874749279457	0.557	0.175	0	13	Fgr
0	0.922613747256798	0.275	0.016	0	13	Gm19951
0	0.921108956472783	0.476	0.057	0	13	Trem3
0	0.919575092571594	0.396	0.035	0	13	Mefv
0	0.917783210590163	0.458	0.095	0	13	Ripor2
0	0.917363172320195	0.463	0.053	0	13	Dgat2
0	0.906997795837609	0.391	0.064	0	13	Egln3
0	0.90354310110758	0.932	0.873	0	13	Ostf1
0	0.902716297114887	0.456	0.114	0	13	Nedd9
0	0.899005713643443	0.985	0.941	0	13	Cd52
0	0.891388164097997	0.887	0.838	0	13	Map1lc3b
0	0.888608241918214	0.474	0.183	0	13	Rasa2
0	0.882925746712184	0.408	0.084	0	13	Osgin1
0	0.860403256267467	0.532	0.209	0	13	Cnn2
0	0.85719508663058	0.446	0.119	0	13	Slc27a4
0	0.856628464491796	0.406	0.049	0	13	Ankrd33b
0	0.851298803391782	0.387	0.068	0	13	Fas
0	0.851084468048542	0.504	0.201	0	13	Siglece
0	0.842721974571891	0.422	0.032	0	13	Nfe2
0	0.842307511891793	0.897	0.839	0	13	Rac2
0	0.841971173578036	0.418	0.072	0	13	Antxr2
0	0.840336575315696	0.42	0.126	0	13	Id1
0	0.831959804739982	0.889	0.774	0	13	Txn1
0	0.826910719067257	0.483	0.136	0	13	Itgal
0	0.821083502121693	0.404	0.033	0	13	Syne1
0	0.816209695479067	0.998	0.997	0	13	Eif1
0	0.814700193258371	0.821	0.706	0	13	Gpsm3
0	0.803618698157976	0.463	0.146	0	13	Rgcc
0	0.791131766345673	0.447	0.107	0	13	Rara
0	0.777736374954953	0.348	0.007	0	13	Mrgpra2b
0	0.766209087276979	0.343	0.004	0	13	Mmp25
0	0.761510769590315	0.336	0.007	0	13	Ceacam10
0	0.760838381567804	0.328	0.026	0	13	Nt5e
0	0.759835980894214	0.34	0.045	0	13	E230032D23Rik
0	0.743940114015502	0.425	0.129	0	13	Klhl2
0	0.72911846255352	0.351	0.069	0	13	Samd9l
0	0.728172562551282	0.367	0.02	0	13	Adgrg3
0	0.727773733288835	0.346	0.027	0	13	Lilra6
0	0.721571718510453	0.94	0.897	0	13	Coro1a
0	0.721271944598798	0.275	0.043	0	13	Olr1
0	0.706845976843706	0.367	0.103	0	13	Cd80
0	0.706005468278027	0.235	0.027	0	13	Serpinb1a
0	0.700502215742574	0.963	0.926	0	13	Sem1
0	0.700200629957291	0.321	0.051	0	13	Cdc42ep2
0	-0.693172392322191	0.202	0.804	0	13	Park7
0	-0.693826460346526	0.044	0.569	0	13	Hebp1
0	-0.693945493798089	0.318	0.844	0	13	Ndufa4
0	-0.695332395396056	0.279	0.855	0	13	Rps27l
0	-0.700041038988748	0.099	0.624	0	13	Ivns1abp
0	-0.700566584084634	0.275	0.839	0	13	Tmed9
0	-0.703903362311288	0.063	0.646	0	13	Abi3
0	-0.705141679801985	0.131	0.724	0	13	Bola2
0	-0.705174494429677	0.109	0.649	0	13	Lmo2
0	-0.708710977579338	0.216	0.812	0	13	Tbca
0	-0.709559515090058	0.3	0.852	0	13	Eif2s2
0	-0.710186853958428	0.477	0.923	0	13	Atp5b
0	-0.711903638900365	0.949	0.999	0	13	Rps27
0	-0.71225890857876	0.385	0.883	0	13	Pdia3
0	-0.715344355669809	0.169	0.781	0	13	St13
0	-0.715472767228938	0.123	0.696	0	13	Cndp2
0	-0.716814912851448	0.106	0.73	0	13	Ddost
0	-0.717701384147925	0.354	0.871	0	13	Vdac2
0	-0.719979251724308	0.316	0.876	0	13	Laptm4a
0	-0.720874874411935	0.597	0.96	0	13	Btf3
0	-0.723781458975749	0.103	0.708	0	13	Sptssa
0	-0.724668432574877	0.278	0.86	0	13	Atp5c1
0	-0.725775237600077	0.126	0.737	0	13	Cct4
0	-0.728678730649396	0.126	0.746	0	13	Syngr2
0	-0.729647123199759	0.103	0.662	0	13	Snx2
0	-0.731059631434183	0.03	0.613	0	13	Tbxas1
0	-0.731868938022889	0.036	0.573	0	13	Cebpa
0	-0.732115566986168	0.245	0.863	0	13	Dad1
0	-0.732380815795335	0.061	0.639	0	13	Daglb
0	-0.733642019177076	0.05	0.589	0	13	Itga6
0	-0.734001067174609	0.06	0.7	0	13	Mrpl23
0	-0.735535819821804	0.185	0.727	0	13	Set
0	-0.737319691493302	0.142	0.735	0	13	Glmp
0	-0.741931469399921	0.281	0.865	0	13	Psmb1
0	-0.745385523449958	0.133	0.753	0	13	Nmt1
0	-0.750636091163573	0.021	0.604	0	13	Cd48
0	-0.75153646132667	0.023	0.617	0	13	Tmem37
0	-0.755783398017491	0.02	0.549	0	13	Mertk
0	-0.760190969010972	0.77	0.987	0	13	Cox4i1
0	-0.760213668126975	0.253	0.826	0	13	Psmb6
0	-0.762399099308982	0.139	0.781	0	13	Krtcap2
0	-0.770788462313994	0.415	0.882	0	13	Hsp90b1
0	-0.771999982987414	0.028	0.559	0	13	Fgd2
0	-0.772942113296945	0.156	0.792	0	13	Ndufc2
0	-0.778839738024059	0.285	0.854	0	13	Atp5a1
0	-0.780810300458435	0.419	0.917	0	13	Rpl36al
0	-0.781304250102308	0.612	0.903	0	13	Gnas
0	-0.783071588811933	0.101	0.735	0	13	Ergic3
0	-0.786383942082796	0.07	0.695	0	13	Lrpap1
0	-0.786775591038995	0.199	0.759	0	13	Mbnl1
0	-0.787535304240366	0.028	0.602	0	13	Plxnb2
0	-0.788547271319458	0.286	0.88	0	13	Eif3k
0	-0.788977316784756	0.063	0.634	0	13	Lat2
0	-0.791206304031649	0.511	0.865	0	13	Ybx1
0	-0.791896303390894	0.052	0.637	0	13	Cd86
0	-0.79231282813663	0.103	0.758	0	13	Snrpf
0	-0.792452238824391	0.026	0.57	0	13	Lgals3bp
0	-0.795118890508149	0.195	0.739	0	13	Nme1
0	-0.796354790406948	0.947	0.997	0	13	mt-Co1
0	-0.799001753096912	0.061	0.568	0	13	Srgap2
0	-0.799190212991668	0.203	0.726	0	13	Ptms
0	-0.80142456568374	0.131	0.768	0	13	Rpn2
0	-0.803737375263232	0.091	0.745	0	13	Prdx2
0	-0.805358400562761	0.141	0.793	0	13	Pebp1
0	-0.806532455154829	0.03	0.632	0	13	Evl
0	-0.808195852480842	0.089	0.708	0	13	Fkbp2
0	-0.809036017107274	0.098	0.752	0	13	Eif3i
0	-0.810533430106679	0.261	0.867	0	13	Atp5d
0	-0.812424397720546	0.027	0.545	0	13	Cxcl16
0	-0.815518966589749	0.024	0.588	0	13	Cttnbp2nl
0	-0.819044803891487	0.022	0.576	0	13	Adap2
0	-0.826504564918285	0.252	0.867	0	13	Tomm20
0	-0.827748969005473	0.311	0.88	0	13	Atpif1
0	-0.834711593076526	0.296	0.866	0	13	Ptpn18
0	-0.838869479000833	0.182	0.806	0	13	Nsa2
0	-0.842698917532248	0.059	0.688	0	13	Rtcb
0	-0.843420389378698	0.113	0.636	0	13	Ptgs1
0	-0.843487379622651	0.421	0.92	0	13	Ppib
0	-0.84477507597515	0.031	0.544	0	13	Fcgrt
0	-0.845725386014735	0.259	0.826	0	13	Mpeg1
0	-0.846377907471259	0.091	0.633	0	13	Gatm
0	-0.848832505938683	0.386	0.898	0	13	Pycard
0	-0.84910085852801	0.283	0.861	0	13	Cd300c2
0	-0.854948692580331	0.365	0.91	0	13	Selenof
0	-0.855174621629694	0.113	0.721	0	13	Ranbp1
0	-0.858411878964256	0.096	0.621	0	13	Ppp1r14b
0	-0.863711805991029	0.375	0.847	0	13	Ncl
0	-0.863882175374594	0.074	0.72	0	13	P2ry6
0	-0.868463246417031	0.049	0.606	0	13	Stab1
0	-0.871093202621185	0.106	0.749	0	13	Tpp1
0	-0.883057444544391	0.621	0.967	0	13	Rpl27
0	-0.884044632426234	0.13	0.774	0	13	Tmem256
0	-0.888432671482065	0.268	0.853	0	13	Creg1
0	-0.889923257869607	0.041	0.556	0	13	F11r
0	-0.894760313418564	0.068	0.66	0	13	Tmem86a
0	-0.897897313314274	0.185	0.866	0	13	Eef1d
0	-0.898208043980521	0.26	0.824	0	13	Ran
0	-0.898844975837775	0.053	0.646	0	13	Ehd4
0	-0.89981534992214	0.288	0.824	0	13	Eif3f
0	-0.902545129189343	0.474	0.919	0	13	Gdi2
0	-0.904431502516523	0.102	0.759	0	13	Slc25a4
0	-0.905869087965685	0.198	0.83	0	13	Atp5g1
0	-0.906634122066303	0.116	0.806	0	13	Eif3e
0	-0.908331435743599	0.141	0.641	0	13	Zfhx3
0	-0.919652136833349	0.926	0.997	0	13	B2m
0	-0.920936078536997	0.051	0.657	0	13	Pld3
0	-0.923789001683638	0.038	0.609	0	13	Ppfia4
0	-0.924203008043403	0.037	0.679	0	13	Rab3il1
0	-0.929639736670903	0.077	0.717	0	13	Hmgn1
0	-0.93034160705411	0.26	0.884	0	13	Serbp1
0	-0.934685652006086	0.999	1	0	13	Ftl1
0	-0.938129193621557	0.116	0.819	0	13	Rtraf
0	-0.938318593519842	0.222	0.883	0	13	Eif3h
0	-0.944255836329303	0.084	0.704	0	13	Ntpcr
0	-0.953016654451425	0.046	0.583	0	13	Arsb
0	-0.965672712616335	0.034	0.574	0	13	Slco2b1
0	-0.967125699070714	0.035	0.667	0	13	H2-DMa
0	-0.967393642263624	0.19	0.826	0	13	Mtdh
0	-0.973860012860517	0.11	0.783	0	13	Selenow
0	-0.975417837592415	0.034	0.696	0	13	Plekho1
0	-0.975887182282558	0.031	0.673	0	13	Sdf2l1
0	-0.978799734104398	0.335	0.891	0	13	Cox7a2l
0	-0.979194672715816	0.046	0.586	0	13	Gas6
0	-0.98171887975022	0.299	0.823	0	13	Glul
0	-0.991380125077634	0.084	0.7	0	13	Ms4a6d
0	-0.992977166597883	0.421	0.897	0	13	Rrbp1
0	-1.00417464533284	0.051	0.775	0	13	Comt
0	-1.0257469759709	0.311	0.786	0	13	Man2b1
0	-1.02762992195332	0.187	0.831	0	13	Hnrnpa1
0	-1.029746269908	0.065	0.735	0	13	Scoc
0	-1.04071579087972	0.188	0.871	0	13	Asah1
0	-1.04257067319585	0.056	0.63	0	13	Cfh
0	-1.05473200786289	0.082	0.73	0	13	Adgre1
0	-1.06174659287334	0.359	0.936	0	13	Ssr4
0	-1.06707539713633	0.081	0.748	0	13	Lair1
0	-1.06730327174741	0.028	0.591	0	13	Ccr5
0	-1.06756190495092	0.443	0.916	0	13	Calr
0	-1.07263896925375	0.094	0.746	0	13	Bst2
0	-1.07738205555479	0.08	0.755	0	13	Lrp1
0	-1.08919596290295	0.836	0.997	0	13	Rplp2
0	-1.09004403902899	0.151	0.845	0	13	Itm2c
0	-1.09707864572722	0.812	0.996	0	13	Rps25
0	-1.10732228079218	0.895	0.998	0	13	Rps27a
0	-1.10976029093353	0.553	0.975	0	13	Eif4a1
0	-1.11603667809622	0.694	0.994	0	13	Rpl38
0	-1.12321181659744	0.099	0.812	0	13	Camk1
0	-1.12902236377228	0.464	0.926	0	13	Eef1b2
0	-1.13002495811431	0.059	0.649	0	13	Tmem176a
0	-1.13301814476338	0.051	0.659	0	13	Pou2f2
0	-1.1347557905982	0.859	0.998	0	13	Rpl37
0	-1.1361595367932	0.807	0.995	0	13	Rps13
0	-1.13649666601299	0.814	0.996	0	13	Rpl9
0	-1.14275036596146	0.067	0.674	0	13	Ltc4s
0	-1.14520317058909	0.486	0.878	0	13	Fos
0	-1.14691359076744	0.096	0.661	0	13	Serpine2
0	-1.14735381120159	0.641	0.98	0	13	Clta
0	-1.1476506667401	0.904	0.994	0	13	mt-Co2
0	-1.1536959276349	0.046	0.762	0	13	C3ar1
0	-1.15505524367767	0.247	0.922	0	13	Hint1
0	-1.15533700306806	0.044	0.639	0	13	Pmepa1
0	-1.15938325369909	0.752	0.988	0	13	mt-Nd4
0	-1.16369450100025	0.036	0.627	0	13	Plxdc2
0	-1.16504832351899	0.849	0.995	0	13	mt-Cytb
0	-1.18745275185208	0.374	0.962	0	13	Slc25a5
0	-1.19401099464062	0.758	0.995	0	13	Hspa8
0	-1.19763555527339	0.936	0.999	0	13	Rpl41
0	-1.19963173063605	0.888	0.997	0	13	Rps16
0	-1.20357140306062	0.286	0.934	0	13	Rpl22l1
0	-1.20644906545251	0.239	0.93	0	13	Atp5g2
0	-1.20731123145855	0.166	0.891	0	13	Hspe1
0	-1.20814345821208	0.963	0.998	0	13	mt-Co3
0	-1.2123213884506	0.709	0.986	0	13	Rps21
0	-1.21907925357231	0.052	0.791	0	13	Fcgr1
0	-1.22741053890903	0.808	0.997	0	13	Rpl34
0	-1.23048911550317	0.391	0.971	0	13	Naca
0	-1.23476472973008	0.074	0.831	0	13	Gusb
0	-1.24606861943045	0.042	0.659	0	13	Ms4a6c
0	-1.24807428232013	0.251	0.907	0	13	Erp29
0	-1.25339667442328	0.315	0.928	0	13	Akr1a1
0	-1.25601697646049	0.857	0.99	0	13	Rps12
0	-1.25741736243278	0.863	0.998	0	13	Rpl35a
0	-1.25881911347671	0.461	0.982	0	13	Rpl31
0	-1.26090368107504	0.022	0.54	0	13	Siglech
0	-1.26666282337741	0.336	0.821	0	13	mt-Nd3
0	-1.2681600242652	0.612	0.992	0	13	Rps26
0	-1.26860047859956	0.873	0.988	0	13	Itm2b
0	-1.2753332465078	0.127	0.755	0	13	Epb41l2
0	-1.27605871475865	0.852	0.999	0	13	Rpl37a
0	-1.28618822976391	0.553	0.947	0	13	mt-Nd2
0	-1.29370667949937	0.698	0.985	0	13	Rpl30
0	-1.29890865418176	0.636	0.997	0	13	Ppia
0	-1.29926224807748	0.039	0.649	0	13	Maf
0	-1.301072075725	0.67	0.994	0	13	Rpl23a
0	-1.31078182655908	0.77	0.992	0	13	Rps10
0	-1.31492258488186	0.045	0.735	0	13	Hpgds
0	-1.31637471027198	0.416	0.924	0	13	Lamp1
0	-1.31798541346275	0.196	0.916	0	13	Eef1g
0	-1.32154025472451	0.3	0.815	0	13	Ckb
0	-1.32178369729585	0.664	0.994	0	13	Rpl18
0	-1.32216157213332	0.42	0.977	0	13	Rpl22
0	-1.32462251208527	0.05	0.836	0	13	Irf8
0	-1.32636282691468	0.352	0.941	0	13	Ctsh
0	-1.33317306789689	0.102	0.743	0	13	Ldhb
0	-1.33509087211522	0.053	0.797	0	13	Rnase4
0	-1.3398026121879	0.69	0.995	0	13	Rpl8
0	-1.34113441837499	0.949	0.998	0	13	mt-Atp6
0	-1.34549310550811	0.955	1	0	13	Rps29
0	-1.3475866850354	0.2	0.879	0	13	Tuba1b
0	-1.35023770877035	0.453	0.967	0	13	Eef2
0	-1.35351201160272	0.848	0.999	0	13	Rps14
0	-1.35553400333429	0.449	0.987	0	13	Rps17
0	-1.35859281956948	0.638	0.995	0	13	Rpl24
0	-1.36483210405134	0.092	0.891	0	13	Snx5
0	-1.37293860764333	0.251	0.895	0	13	Ctsc
0	-1.37317240638911	0.75	0.996	0	13	Rps3a1
0	-1.37753131099932	0.775	0.997	0	13	Rpl17
0	-1.38917551804117	0.565	0.993	0	13	Rps15
0	-1.38940501813383	0.088	0.727	0	13	Tmem176b
0	-1.39376938089843	0.235	0.893	0	13	Unc93b1
0	-1.39761354114544	0.738	0.997	0	13	Rps3
0	-1.40553713618073	0.592	0.99	0	13	Rpl7
0	-1.41291509203264	0.86	0.997	0	13	Rpl23
0	-1.42144917049103	0.653	0.99	0	13	Rpl28
0	-1.43534253258739	0.075	0.82	0	13	Mafb
0	-1.44745905090564	0.089	0.83	0	13	Bin1
0	-1.44943730872689	0.349	0.942	0	13	Cd68
0	-1.45881927600136	0.485	0.985	0	13	Rpl29
0	-1.46389791495675	0.089	0.853	0	13	Abhd12
0	-1.47277950680531	0.627	0.997	0	13	Rps28
0	-1.47888548683194	0.805	0.997	0	13	Rpl27a
0	-1.48247091999845	0.17	0.923	0	13	Ctsa
0	-1.48941234281316	0.195	0.9	0	13	Tubb5
0	-1.49389349104975	0.295	0.76	0	13	Rhob
0	-1.49662063333068	0.639	0.993	0	13	mt-Nd1
0	-1.49973783093492	0.485	0.994	0	13	Rpl36
0	-1.5038474849884	0.736	0.997	0	13	Rpl19
0	-1.51056838646118	0.257	0.947	0	13	Npm1
0	-1.51090645596923	0.05	0.68	0	13	Gpr34
0	-1.51144819292426	0.08	0.773	0	13	Syngr1
0	-1.51215338475184	0.625	0.997	0	13	Rps6
0	-1.51895821153949	0.783	0.997	0	13	Rplp0
0	-1.52220464730887	0.034	0.691	0	13	Tmem119
0	-1.52797793734357	0.332	0.969	0	13	Rpl5
0	-1.53577773140076	0.462	0.983	0	13	Rpl7a
0	-1.53676418826541	0.76	0.998	0	13	Rpl10
0	-1.54029312205113	0.79	0.996	0	13	Rps24
0	-1.54081258071707	0.603	0.996	0	13	Rpl11
0	-1.54216616121293	0.757	0.998	0	13	Rpl18a
0	-1.55090552019347	0.069	0.729	0	13	Cd83
0	-1.55248777044223	0.837	0.998	0	13	Rplp1
0	-1.55717137682614	0.477	0.975	0	13	Hsp90ab1
0	-1.55958417134938	0.68	0.989	0	13	Psap
0	-1.56284908936382	0.069	0.76	0	13	Mef2c
0	-1.5654818668893	0.761	0.998	0	13	Rps23
0	-1.56623617715187	0.623	0.994	0	13	Rps7
0	-1.56751326556017	0.245	0.936	0	13	Prdx1
0	-1.56980641847484	0.444	0.989	0	13	Ptma
0	-1.56999502721414	0.716	0.996	0	13	Rpl39
0	-1.57560517157023	0.217	0.928	0	13	Hexa
0	-1.57714548437153	0.675	0.997	0	13	Rpl21
0	-1.58224324781411	0.693	0.997	0	13	Rpl26
0	-1.5889589424698	0.058	0.834	0	13	Itgb5
0	-1.60367579810783	0.139	0.932	0	13	Rgs10
0	-1.62634178188566	0.546	0.99	0	13	Ctsz
0	-1.6463640326649	0.307	0.98	0	13	Rpl36a
0	-1.64661551515116	0.884	0.999	0	13	Eef1a1
0	-1.64903686678769	0.64	0.996	0	13	Rps15a
0	-1.65567347116352	0.618	0.994	0	13	Rps2
0	-1.65716468113511	0.571	0.998	0	13	Rps19
0	-1.65835709786127	0.399	0.983	0	13	Npc2
0	-1.65896853906741	0.359	0.965	0	13	Rack1
0	-1.66265163235835	0.377	0.985	0	13	Rpl4
0	-1.67063521189534	0.055	0.839	0	13	Pld4
0	-1.67123110169742	0.577	0.991	0	13	Rps20
0	-1.67127721638462	0.387	0.991	0	13	Rpl35
0	-1.67842683969512	0.736	0.998	0	13	Rps8
0	-1.68399808853137	0.594	0.997	0	13	Rpl6
0	-1.69624464844161	0.685	0.998	0	13	Rps11
0	-1.71075157253227	0.07	0.791	0	13	Olfml3
0	-1.7120821600245	0.479	0.982	0	13	Rpl15
0	-1.71554190254688	0.456	0.993	0	13	Rpl14
0	-1.72052292145161	0.569	0.986	0	13	Rpsa
0	-1.72719294190245	0.581	0.996	0	13	Rps5
0	-1.75531454371746	0.099	0.897	0	13	Aif1
0	-1.78187837401042	0.656	0.998	0	13	Rpl32
0	-1.78613841795199	0.448	0.972	0	13	Grn
0	-1.79342960302447	0.396	0.976	0	13	Rpl12
0	-1.79466809766444	0.734	0.999	0	13	Rpl13
0	-1.86571312027995	0.936	0.991	0	13	Ctsd
0	-1.86741905570338	0.331	0.849	0	13	Cd81
0	-1.86947329588185	0.529	0.962	0	13	Ctsl
0	-1.88841733244192	0.75	0.991	0	13	Ctsb
0	-1.89455617894965	0.095	0.689	0	13	P2ry12
0	-1.91583078142602	0.094	0.603	0	13	Lgals1
0	-1.93629742523502	0.482	0.997	0	13	Rps18
0	-1.97063401720942	0.527	0.995	0	13	Rps4x
0	-2.0103238118335	0.228	0.895	0	13	Selenop
0	-2.0117442205273	0.402	0.993	0	13	Rpl3
0	-2.01682315762379	0.328	0.988	0	13	Rpl10a
0	-2.12009925094283	0.221	0.902	0	13	Csf1r
0	-2.12836535584003	0.098	0.828	0	13	Fcrls
0	-2.26947102098257	0.114	0.898	0	13	Ly86
0	-2.29607684143806	0.203	0.774	0	13	Sparc
0	-2.32674372347021	0.133	0.931	0	13	Trem2
